"teams","pr_rnk","wins","loss","yr","conf"
"Centenary (LA)",NA,"8","23","2009","summit"
"Western Illinois",NA,"9","20","2009","summit"
"Missouri-Kansas City",NA,"7","24","2009","summit"
"Oakland",NA,"26","9","2010","summit"
"IUPUI",NA,"25","11","2010","summit"
"Oral Roberts",NA,"20","13","2010","summit"
"South Dakota State",NA,"14","16","2010","summit"
"IPFW",NA,"16","15","2010","summit"
"North Dakota State",NA,"11","18","2010","summit"
"Western Illinois",NA,"13","17","2010","summit"
"Missouri-Kansas City",NA,"12","18","2010","summit"
"Centenary (LA)",NA,"8","21","2010","summit"
"Southern Utah",NA,"7","22","2010","summit"
"Oakland",NA,"25","10","2011","summit"
"Oral Roberts",NA,"19","16","2011","summit"
"IUPUI",NA,"19","14","2011","summit"
"IPFW",NA,"18","12","2011","summit"
"South Dakota State",NA,"19","12","2011","summit"
"Missouri-Kansas City",NA,"16","14","2011","summit"
"North Dakota State",NA,"14","15","2011","summit"
"Southern Utah",NA,"11","19","2011","summit"
"Western Illinois",NA,"7","23","2011","summit"
"Centenary (LA)",NA,"1","29","2011","summit"
"Oral Roberts",NA,"27","7","2012","summit"
"South Dakota State",NA,"27","8","2012","summit"
"Oakland",NA,"20","16","2012","summit"
"North Dakota State",NA,"17","14","2012","summit"
"Western Illinois",NA,"18","15","2012","summit"
"Southern Utah",NA,"14","17","2012","summit"
"IUPUI",NA,"14","18","2012","summit"
"IPFW",NA,"11","19","2012","summit"
"South Dakota",NA,"10","18","2012","summit"
"Missouri-Kansas City",NA,"10","21","2012","summit"
"South Dakota State",NA,"25","10","2013","summit"
"Western Illinois",NA,"22","9","2013","summit"
"North Dakota State",NA,"24","10","2013","summit"
"Oakland",NA,"16","17","2013","summit"
"IPFW",NA,"16","17","2013","summit"
"Nebraska-Omaha",NA,"11","20","2013","summit"
"South Dakota",NA,"10","20","2013","summit"
"Missouri-Kansas City",NA,"8","24","2013","summit"
"IUPUI",NA,"6","26","2013","summit"
"North Dakota State",NA,"26","7","2014","summit"
"IPFW",NA,"25","11","2014","summit"
"South Dakota State",NA,"19","13","2014","summit"
"Denver",NA,"16","15","2014","summit"
"South Dakota",NA,"12","18","2014","summit"
"Nebraska-Omaha",NA,"17","15","2014","summit"
"Western Illinois",NA,"10","20","2014","summit"
"IUPUI",NA,"6","26","2014","summit"
"North Dakota State",NA,"23","10","2015","summit"
"South Dakota State",NA,"24","11","2015","summit"
"Oral Roberts",NA,"19","15","2015","summit"
"IPFW",NA,"16","15","2015","summit"
"South Dakota",NA,"17","16","2015","summit"
"Denver",NA,"12","18","2015","summit"
"IUPUI",NA,"10","21","2015","summit"
"Nebraska-Omaha",NA,"12","17","2015","summit"
"Western Illinois",NA,"8","20","2015","summit"
"South Dakota State",NA,"26","8","2016","summit"
"IPFW",NA,"24","10","2016","summit"
"Nebraska-Omaha",NA,"18","14","2016","summit"
"IUPUI",NA,"13","19","2016","summit"
"North Dakota State",NA,"20","13","2016","summit"
"Denver",NA,"16","15","2016","summit"
"Oral Roberts",NA,"14","17","2016","summit"
"South Dakota",NA,"14","18","2016","summit"
"Western Illinois",NA,"10","17","2016","summit"
"South Dakota",NA,"22","12","2017","summit"
"North Dakota State",NA,"19","11","2017","summit"
"Nebraska-Omaha",NA,"18","14","2017","summit"
"IPFW",NA,"20","13","2017","summit"
"Denver",NA,"16","14","2017","summit"
"South Dakota State",NA,"18","17","2017","summit"
"IUPUI",NA,"14","18","2017","summit"
"Western Illinois",NA,"8","20","2017","summit"
"Oral Roberts",NA,"8","22","2017","summit"
"South Dakota State",NA,"22","6","2018","summit"
"South Dakota",NA,"22","6","2018","summit"
"IPFW",NA,"16","12","2018","summit"
"Denver",NA,"11","14","2018","summit"
"Nebraska-Omaha",NA,"9","17","2018","summit"
"North Dakota State",NA,"12","14","2018","summit"
"Oral Roberts",NA,"10","18","2018","summit"
"Western Illinois",NA,"11","12","2018","summit"
"Western Kentucky",NA,"24","9","2003","sun-belt"
"Middle Tennessee",NA,"16","14","2003","sun-belt"
"Arkansas-Little Rock",NA,"18","12","2003","sun-belt"
"Arkansas State",NA,"13","15","2003","sun-belt"
"Florida International",NA,"8","21","2003","sun-belt"
"Louisiana",NA,"20","10","2003","sun-belt"
"New Mexico State",NA,"20","9","2003","sun-belt"
"South Alabama",NA,"14","14","2003","sun-belt"
"New Orleans","20","15","14","2003","sun-belt"
"Denver",NA,"17","15","2003","sun-belt"
"North Texas",NA,"7","21","2003","sun-belt"
"Arkansas-Little Rock",NA,"17","12","2004","sun-belt"
"Western Kentucky",NA,"15","13","2004","sun-belt"
"Middle Tennessee",NA,"17","12","2004","sun-belt"
"Arkansas State",NA,"17","11","2004","sun-belt"
"Florida International",NA,"5","22","2004","sun-belt"
"Louisiana",NA,"20","9","2004","sun-belt"
"New Orleans",NA,"17","14","2004","sun-belt"
"North Texas",NA,"13","15","2004","sun-belt"
"South Alabama",NA,"12","16","2004","sun-belt"
"Denver",NA,"14","13","2004","sun-belt"
"New Mexico State",NA,"13","14","2004","sun-belt"
"Arkansas-Little Rock",NA,"18","10","2005","sun-belt"
"Western Kentucky",NA,"22","9","2005","sun-belt"
"Middle Tennessee",NA,"19","12","2005","sun-belt"
"Arkansas State",NA,"16","13","2005","sun-belt"
"Florida International",NA,"13","17","2005","sun-belt"
"Denver",NA,"20","11","2005","sun-belt"
"Louisiana",NA,"20","11","2005","sun-belt"
"New Orleans",NA,"13","17","2005","sun-belt"
"South Alabama",NA,"10","18","2005","sun-belt"
"North Texas",NA,"14","14","2005","sun-belt"
"New Mexico State",NA,"6","24","2005","sun-belt"
"Western Kentucky",NA,"23","8","2006","sun-belt"
"Middle Tennessee",NA,"16","12","2006","sun-belt"
"Arkansas State",NA,"12","18","2006","sun-belt"
"Arkansas-Little Rock",NA,"14","15","2006","sun-belt"
"Florida International",NA,"8","20","2006","sun-belt"
"South Alabama",NA,"24","7","2006","sun-belt"
"Louisiana",NA,"13","16","2006","sun-belt"
"Denver",NA,"16","15","2006","sun-belt"
"New Orleans",NA,"10","19","2006","sun-belt"
"North Texas",NA,"14","14","2006","sun-belt"
"Troy",NA,"14","15","2006","sun-belt"
"South Alabama",NA,"20","12","2007","sun-belt"
"Western Kentucky",NA,"22","11","2007","sun-belt"
"Florida Atlantic",NA,"16","15","2007","sun-belt"
"Troy",NA,"13","17","2007","sun-belt"
"Middle Tennessee",NA,"15","17","2007","sun-belt"
"Florida International",NA,"12","17","2007","sun-belt"
"Arkansas State",NA,"15","15","2007","sun-belt"
"Louisiana-Monroe",NA,"18","14","2007","sun-belt"
"North Texas",NA,"23","11","2007","sun-belt"
"New Orleans",NA,"14","17","2007","sun-belt"
"Arkansas-Little Rock",NA,"13","17","2007","sun-belt"
"Louisiana",NA,"9","21","2007","sun-belt"
"Denver",NA,"4","25","2007","sun-belt"
"South Alabama",NA,"26","7","2008","sun-belt"
"Western Kentucky",NA,"29","7","2008","sun-belt"
"Middle Tennessee",NA,"17","15","2008","sun-belt"
"Florida Atlantic",NA,"15","18","2008","sun-belt"
"Florida International",NA,"9","20","2008","sun-belt"
"Troy",NA,"12","19","2008","sun-belt"
"Arkansas-Little Rock",NA,"20","11","2008","sun-belt"
"Louisiana",NA,"15","15","2008","sun-belt"
"North Texas",NA,"20","11","2008","sun-belt"
"New Orleans",NA,"19","13","2008","sun-belt"
"Denver",NA,"11","19","2008","sun-belt"
"Arkansas State",NA,"10","20","2008","sun-belt"
"Louisiana-Monroe",NA,"10","21","2008","sun-belt"
"Western Kentucky",NA,"25","9","2009","sun-belt"
"Troy",NA,"19","13","2009","sun-belt"
"Middle Tennessee",NA,"18","14","2009","sun-belt"
"South Alabama",NA,"20","13","2009","sun-belt"
"Florida International",NA,"13","20","2009","sun-belt"
"Florida Atlantic",NA,"6","26","2009","sun-belt"
"Arkansas-Little Rock",NA,"23","8","2009","sun-belt"
"North Texas",NA,"20","12","2009","sun-belt"
"Denver",NA,"15","16","2009","sun-belt"
"Louisiana",NA,"10","20","2009","sun-belt"
"Louisiana-Monroe",NA,"10","20","2009","sun-belt"
"New Orleans",NA,"11","19","2009","sun-belt"
"Arkansas State",NA,"13","17","2009","sun-belt"
"Troy",NA,"20","13","2010","sun-belt"
"Middle Tennessee",NA,"19","14","2010","sun-belt"
"Western Kentucky",NA,"21","13","2010","sun-belt"
"Florida Atlantic",NA,"14","16","2010","sun-belt"
"South Alabama",NA,"17","15","2010","sun-belt"
"Florida International",NA,"7","25","2010","sun-belt"
"North Texas",NA,"24","9","2010","sun-belt"
"Arkansas State",NA,"17","14","2010","sun-belt"
"Denver",NA,"19","13","2010","sun-belt"
"Louisiana",NA,"13","17","2010","sun-belt"
"Louisiana-Monroe",NA,"12","19","2010","sun-belt"
"Arkansas-Little Rock",NA,"8","22","2010","sun-belt"
"New Orleans",NA,"8","22","2010","sun-belt"
"Florida Atlantic",NA,"21","11","2011","sun-belt"
"Middle Tennessee",NA,"16","16","2011","sun-belt"
"Western Kentucky",NA,"16","16","2011","sun-belt"
"South Alabama",NA,"12","16","2011","sun-belt"
"Troy",NA,"8","21","2011","sun-belt"
"Florida International",NA,"11","19","2011","sun-belt"
"Arkansas State",NA,"17","15","2011","sun-belt"
"Louisiana",NA,"14","15","2011","sun-belt"
"Denver",NA,"13","17","2011","sun-belt"
"North Texas",NA,"22","11","2011","sun-belt"
"Arkansas-Little Rock",NA,"19","17","2011","sun-belt"
"Louisiana-Monroe",NA,"7","24","2011","sun-belt"
"Middle Tennessee",NA,"27","7","2012","sun-belt"
"South Alabama",NA,"17","12","2012","sun-belt"
"Western Kentucky",NA,"16","19","2012","sun-belt"
"Florida Atlantic",NA,"11","19","2012","sun-belt"
"Troy",NA,"10","18","2012","sun-belt"
"Florida International",NA,"8","21","2012","sun-belt"
"Arkansas-Little Rock",NA,"15","16","2012","sun-belt"
"Denver",NA,"22","9","2012","sun-belt"
"Louisiana",NA,"16","16","2012","sun-belt"
"North Texas",NA,"18","14","2012","sun-belt"
"Arkansas State",NA,"14","20","2012","sun-belt"
"Louisiana-Monroe",NA,"3","26","2012","sun-belt"
"Middle Tennessee",NA,"28","6","2013","sun-belt"
"South Alabama",NA,"17","13","2013","sun-belt"
"Florida International",NA,"18","14","2013","sun-belt"
"Western Kentucky",NA,"20","16","2013","sun-belt"
"Florida Atlantic",NA,"14","18","2013","sun-belt"
"Troy",NA,"12","21","2013","sun-belt"
"Arkansas State",NA,"19","12","2013","sun-belt"
"Arkansas-Little Rock",NA,"17","15","2013","sun-belt"
"Louisiana",NA,"13","20","2013","sun-belt"
"North Texas",NA,"12","20","2013","sun-belt"
"Louisiana-Monroe",NA,"4","23","2013","sun-belt"
"Georgia State",NA,"25","9","2014","sun-belt"
"Western Kentucky",NA,"20","12","2014","sun-belt"
"Louisiana",NA,"23","12","2014","sun-belt"
"Arkansas State",NA,"19","13","2014","sun-belt"
"Arkansas-Little Rock",NA,"15","17","2014","sun-belt"
"Texas-Arlington",NA,"15","17","2014","sun-belt"
"Louisiana-Monroe",NA,"10","17","2014","sun-belt"
"Troy",NA,"11","20","2014","sun-belt"
"South Alabama",NA,"11","20","2014","sun-belt"
"Texas State",NA,"8","23","2014","sun-belt"
"Georgia State",NA,"25","10","2015","sun-belt"
"Georgia Southern",NA,"22","9","2015","sun-belt"
"Louisiana-Monroe",NA,"24","14","2015","sun-belt"
"Louisiana",NA,"22","14","2015","sun-belt"
"Texas-Arlington",NA,"16","15","2015","sun-belt"
"Appalachian State",NA,"12","17","2015","sun-belt"
"South Alabama",NA,"12","21","2015","sun-belt"
"Arkansas-Little Rock",NA,"13","18","2015","sun-belt"
"Texas State",NA,"14","17","2015","sun-belt"
"Arkansas State",NA,"11","18","2015","sun-belt"
"Troy",NA,"10","19","2015","sun-belt"
"Arkansas-Little Rock",NA,"30","5","2016","sun-belt"
"Louisiana-Monroe",NA,"20","14","2016","sun-belt"
"Texas-Arlington",NA,"24","11","2016","sun-belt"
"Louisiana",NA,"19","15","2016","sun-belt"
"Georgia Southern",NA,"14","17","2016","sun-belt"
"Georgia State",NA,"16","14","2016","sun-belt"
"Texas State",NA,"15","16","2016","sun-belt"
"South Alabama",NA,"14","19","2016","sun-belt"
"Arkansas State",NA,"11","20","2016","sun-belt"
"Appalachian State",NA,"9","22","2016","sun-belt"
"Troy",NA,"9","22","2016","sun-belt"
"Texas-Arlington",NA,"27","9","2017","sun-belt"
"Georgia State",NA,"20","13","2017","sun-belt"
"Arkansas State",NA,"20","12","2017","sun-belt"
"Texas State",NA,"22","14","2017","sun-belt"
"Georgia Southern",NA,"18","15","2017","sun-belt"
"Louisiana",NA,"21","12","2017","sun-belt"
"Troy",NA,"22","15","2017","sun-belt"
"Coastal Carolina",NA,"20","19","2017","sun-belt"
"South Alabama",NA,"14","18","2017","sun-belt"
"Arkansas-Little Rock",NA,"15","17","2017","sun-belt"
"Appalachian State",NA,"9","21","2017","sun-belt"
"Louisiana-Monroe",NA,"9","24","2017","sun-belt"
"Louisiana",NA,"21","4","2018","sun-belt"
"Georgia State",NA,"19","7","2018","sun-belt"
"Georgia Southern",NA,"16","10","2018","sun-belt"
"Texas-Arlington",NA,"16","10","2018","sun-belt"
"Texas State",NA,"14","12","2018","sun-belt"
"South Alabama",NA,"13","12","2018","sun-belt"
"Troy",NA,"12","13","2018","sun-belt"
"Appalachian State",NA,"11","15","2018","sun-belt"
"Louisiana-Monroe",NA,"11","12","2018","sun-belt"
"Coastal Carolina",NA,"11","15","2018","sun-belt"
"Arkansas State",NA,"9","17","2018","sun-belt"
"Arkansas-Little Rock",NA,"5","21","2018","sun-belt"
"Prairie View",NA,"17","12","2003","swac"
"Mississippi Valley State",NA,"15","14","2003","swac"
"Texas Southern",NA,"18","13","2003","swac"
"Alabama State",NA,"14","15","2003","swac"
"Alcorn State",NA,"14","19","2003","swac"
"Grambling",NA,"12","18","2003","swac"
"Jackson State",NA,"10","18","2003","swac"
"Southern",NA,"9","20","2003","swac"
"Alabama A&M",NA,"8","19","2003","swac"
"Arkansas-Pine Bluff",NA,"4","24","2003","swac"
"Mississippi Valley State",NA,"22","7","2004","swac"
"Alabama State",NA,"16","15","2004","swac"
"Texas Southern",NA,"14","15","2004","swac"
"Alabama A&M",NA,"13","17","2004","swac"
"Jackson State",NA,"12","17","2004","swac"
"Alcorn State",NA,"11","18","2004","swac"
"Grambling",NA,"11","18","2004","swac"
"Southern",NA,"12","16","2004","swac"
"Prairie View",NA,"7","20","2004","swac"
"Arkansas-Pine Bluff",NA,"1","26","2004","swac"
"Alabama A&M",NA,"18","14","2005","swac"
"Grambling",NA,"14","12","2005","swac"
"Alabama State",NA,"15","15","2005","swac"
"Mississippi Valley State",NA,"13","15","2005","swac"
"Jackson State",NA,"15","17","2005","swac"
"Southern",NA,"14","15","2005","swac"
"Alcorn State",NA,"7","22","2005","swac"
"Texas Southern",NA,"11","15","2005","swac"
"Arkansas-Pine Bluff",NA,"7","21","2005","swac"
"Prairie View",NA,"5","23","2005","swac"
"Southern",NA,"20","13","2006","swac"
"Grambling",NA,"14","13","2006","swac"
"Alabama A&M",NA,"13","13","2006","swac"
"Jackson State",NA,"15","17","2006","swac"
"Alabama State",NA,"12","18","2006","swac"
"Mississippi Valley State",NA,"9","19","2006","swac"
"Arkansas-Pine Bluff",NA,"13","16","2006","swac"
"Alcorn State",NA,"8","20","2006","swac"
"Texas Southern",NA,"8","22","2006","swac"
"Prairie View",NA,"5","24","2006","swac"
"Mississippi Valley State",NA,"18","16","2007","swac"
"Jackson State",NA,"21","14","2007","swac"
"Grambling",NA,"12","14","2007","swac"
"Alcorn State",NA,"11","19","2007","swac"
"Texas Southern",NA,"14","17","2007","swac"
"Arkansas-Pine Bluff",NA,"12","19","2007","swac"
"Southern",NA,"10","21","2007","swac"
"Alabama State",NA,"10","20","2007","swac"
"Prairie View",NA,"8","22","2007","swac"
"Alabama A&M",NA,"10","20","2007","swac"
"Alabama State",NA,"20","11","2008","swac"
"Mississippi Valley State",NA,"17","16","2008","swac"
"Alabama A&M",NA,"14","15","2008","swac"
"Jackson State",NA,"14","20","2008","swac"
"Southern",NA,"11","19","2008","swac"
"Arkansas-Pine Bluff",NA,"13","18","2008","swac"
"Grambling",NA,"7","19","2008","swac"
"Prairie View",NA,"8","22","2008","swac"
"Alcorn State",NA,"7","24","2008","swac"
"Texas Southern",NA,"7","25","2008","swac"
"Alabama State",NA,"22","10","2009","swac"
"Jackson State",NA,"18","15","2009","swac"
"Prairie View",NA,"17","16","2009","swac"
"Arkansas-Pine Bluff",NA,"13","18","2009","swac"
"Southern",NA,"8","23","2009","swac"
"Mississippi Valley State",NA,"7","25","2009","swac"
"Texas Southern",NA,"7","25","2009","swac"
"Alabama A&M",NA,"8","19","2009","swac"
"Grambling",NA,"6","23","2009","swac"
"Alcorn State",NA,"6","25","2009","swac"
"Jackson State",NA,"19","13","2010","swac"
"Arkansas-Pine Bluff",NA,"18","16","2010","swac"
"Alabama State",NA,"16","15","2010","swac"
"Prairie View",NA,"16","14","2010","swac"
"Texas Southern",NA,"17","16","2010","swac"
"Alabama A&M",NA,"11","16","2010","swac"
"Mississippi Valley State",NA,"9","23","2010","swac"
"Grambling",NA,"7","21","2010","swac"
"Southern",NA,"5","25","2010","swac"
"Alcorn State",NA,"2","29","2010","swac"
"Texas Southern",NA,"19","13","2011","swac"
"Jackson State",NA,"17","15","2011","swac"
"Mississippi Valley State",NA,"13","19","2011","swac"
"Alabama State",NA,"17","18","2011","swac"
"Alabama A&M",NA,"13","15","2011","swac"
"Grambling",NA,"12","21","2011","swac"
"Prairie View",NA,"10","22","2011","swac"
"Arkansas-Pine Bluff",NA,"7","24","2011","swac"
"Alcorn State",NA,"4","24","2011","swac"
"Southern",NA,"4","26","2011","swac"
